id,group,pred_score,is_recid,groundTruthLabel,c_charge_degree,priors_count
128,0,10,1,1,F,14
130,0,5,1,1,F,0
131,0,9,1,1,F,2
136,1,2,0,0,M,1
137,0,7,1,1,F,9
138,0,8,1,1,F,7
139,0,6,1,1,F,1
142,0,8,1,1,F,9
143,0,7,0,0,M,12
145,1,7,0,0,F,0
146,0,1,1,1,F,2
148,1,1,0,0,M,0
150,1,1,0,0,M,0
151,0,4,1,1,M,1
153,0,2,0,0,F,1
154,1,1,1,1,F,0
156,0,6,1,1,F,8
157,0,4,0,0,F,0
158,0,5,0,0,M,0
159,1,4,0,0,F,1
163,0,1,0,0,F,1
166,0,9,1,1,F,3
169,0,4,1,1,M,5
171,0,5,0,0,F,0
173,0,5,1,1,F,5
174,0,2,0,0,F,3
175,0,2,1,1,F,1
176,0,9,1,1,F,10
177,0,4,1,1,F,0
178,0,8,1,1,F,28
180,0,7,0,0,M,1
182,1,2,0,0,F,1
183,0,10,1,1,F,13
184,0,9,1,1,F,3
189,0,9,0,0,M,3
190,0,10,1,1,F,19
194,0,3,0,0,F,6
195,1,4,0,0,F,2
197,0,2,0,0,M,1
199,0,1,0,0,F,2
200,1,2,0,0,M,2
202,0,2,1,1,M,0
203,1,2,0,0,M,0
206,1,4,1,1,F,10
208,0,2,1,1,M,2
210,0,7,1,1,F,3
213,0,3,1,1,M,2
215,0,2,1,0,M,1
216,0,2,1,1,F,1
218,1,4,0,0,F,4
220,1,10,0,0,F,1
222,1,1,0,0,M,0
223,0,8,1,1,F,9
224,0,6,1,1,F,11
225,0,5,1,1,M,8
227,1,3,1,1,F,0
228,1,9,1,1,F,7
229,0,9,1,1,F,2
231,1,6,0,0,F,0
232,1,6,0,0,M,0
234,1,1,1,1,F,1
235,0,7,1,1,F,13
236,0,1,0,0,F,1
238,1,10,1,1,F,4
239,0,4,0,0,F,1
240,1,2,0,0,F,1
241,1,4,1,1,M,2
243,0,4,0,0,M,1
244,1,7,1,1,F,3
245,0,7,0,0,F,1
246,0,2,0,0,M,2
248,0,2,0,0,F,1
249,0,1,1,1,F,6
252,0,5,0,0,F,0
254,0,2,1,1,M,1
257,0,3,0,0,F,0
258,1,7,0,0,F,5
259,0,1,0,0,M,2
260,0,4,0,0,F,8
264,0,9,1,1,F,8
265,0,6,1,1,M,6
266,0,1,0,0,F,2
267,0,2,0,0,F,0
268,0,1,1,1,M,1
269,0,1,0,0,F,0
271,0,2,0,0,F,0
275,0,5,1,1,F,1
277,0,8,1,1,M,23
278,0,2,1,1,M,0
279,0,1,0,0,F,1
281,0,1,1,0,F,3
282,0,4,1,1,M,8
285,1,3,1,1,M,0
287,0,9,1,1,M,2
288,0,4,1,1,F,0
289,0,9,1,1,F,9
291,0,3,0,0,F,2
293,0,3,1,1,F,0
294,0,2,1,0,M,2
297,1,4,0,0,M,1
298,0,3,1,1,M,2
299,0,1,0,0,F,1
300,1,3,0,0,M,0
301,0,4,0,0,M,4
302,1,9,1,1,F,23
304,0,5,1,1,F,5
306,0,10,1,1,F,2
308,0,2,0,0,M,0
310,1,8,0,0,F,0
313,1,9,1,1,F,7
315,0,1,0,0,F,2
317,1,9,0,0,F,1
319,0,1,1,1,F,7
320,0,9,0,0,F,15
321,0,5,0,0,M,2
323,0,2,0,0,M,0
326,1,1,1,1,M,0
327,0,2,0,0,M,0
329,0,1,1,1,M,1
330,0,1,0,0,F,0
331,0,3,1,1,F,4
332,1,7,0,0,F,2
333,1,6,0,0,M,5
334,0,10,1,1,F,11
335,0,1,1,0,M,0
336,0,4,1,1,F,4
337,0,9,0,0,F,11
338,0,9,0,0,F,2
344,0,1,0,0,M,0
345,0,1,0,0,F,0
347,0,4,1,1,F,13
348,0,4,0,0,F,0
349,0,1,0,0,F,1
350,0,9,1,1,M,11
351,0,5,0,0,F,1
354,0,4,0,0,F,0
355,0,2,0,0,F,4
356,0,4,0,0,F,4
357,0,8,1,1,F,0
358,0,2,1,1,F,0
359,0,9,0,0,F,14
361,0,1,0,0,M,1
362,0,8,1,1,F,25
363,0,5,1,1,M,8
364,0,3,0,0,F,0
366,0,8,1,1,M,1
369,1,1,0,0,M,0
372,1,2,0,0,F,3
379,1,2,0,0,M,0
381,0,6,1,1,F,1
382,1,5,1,1,F,5
383,0,8,0,0,M,0
384,0,3,0,0,M,1
385,0,8,1,1,F,1
386,0,6,1,1,F,2
389,0,1,0,0,F,0
390,0,4,0,0,F,4
393,1,1,0,0,F,2
396,0,8,0,0,F,0
398,0,7,0,0,F,0
399,1,1,0,0,F,0
400,1,4,1,1,F,0
402,1,2,0,0,F,0
403,0,6,1,1,F,8
404,0,5,0,0,F,0
405,0,6,1,1,F,0
406,0,7,1,1,F,11
407,0,10,1,1,M,3
408,1,3,0,0,F,1
409,0,10,0,0,F,2
411,1,3,0,0,M,2
414,1,2,0,0,F,0
416,0,6,1,1,F,3
417,0,1,0,0,F,0
423,0,1,0,0,F,3
425,0,1,0,0,M,1
428,0,4,0,0,F,3
429,0,9,1,1,M,0
430,0,8,1,1,M,1
431,0,1,1,1,F,3
432,0,4,0,0,M,5
435,0,4,0,0,M,5
437,0,5,1,1,F,0
438,0,4,1,1,F,5
440,0,3,1,1,F,6
441,0,3,0,0,F,0
445,0,3,0,0,F,2
446,1,6,0,0,M,0
451,0,8,1,1,M,4
452,0,1,0,0,F,0
456,0,3,0,0,F,5
457,0,2,1,1,F,2
459,1,1,0,0,F,5
461,0,3,0,0,F,0
462,0,1,0,0,M,0
463,0,1,1,1,M,0
464,0,3,1,1,M,3
465,1,2,0,0,F,0
467,0,10,1,1,F,9
468,0,2,0,0,F,0
469,0,10,1,1,F,0
474,1,1,0,0,M,0
475,0,1,0,0,M,0
478,0,9,0,0,F,7
480,0,9,1,1,F,0
484,0,5,0,0,F,8
485,0,9,1,1,F,2
487,0,6,1,1,F,36
489,0,3,1,1,M,2
493,0,1,0,0,F,1
494,0,5,1,0,F,3
495,1,7,0,0,F,0
496,1,4,1,1,M,2
497,1,3,1,0,M,1
499,0,5,0,0,F,1
500,1,8,1,1,F,0
501,0,3,0,0,M,0
502,0,3,0,0,F,0
504,0,2,1,1,F,1
505,0,1,0,0,F,0
509,1,6,0,0,M,0
510,0,1,0,0,M,1
516,0,9,1,1,F,12
517,0,6,0,0,F,1
518,0,3,0,0,F,3
522,0,1,0,0,F,0
523,0,10,1,1,F,2
524,0,8,0,0,M,0
525,0,1,0,0,M,0
526,1,6,0,0,F,0
527,0,1,0,0,M,0
530,0,6,0,0,F,2
531,0,10,1,1,M,6
532,0,4,0,0,F,0
533,1,5,1,1,F,0
537,0,5,0,0,F,3
538,0,4,1,0,M,2
540,1,1,0,0,M,0
541,1,10,0,0,M,0
542,0,10,1,1,F,3
545,1,4,0,0,F,1
546,0,3,0,0,F,1
547,0,4,0,0,F,0
548,0,3,1,0,F,1
552,0,6,1,1,M,2
553,0,8,0,0,F,18
557,0,9,1,1,F,4
558,0,5,1,1,F,0
561,0,1,0,0,M,1
563,1,1,1,1,M,1
565,0,7,1,1,F,0
566,0,8,1,1,F,7
567,1,1,0,0,M,1
569,1,4,0,0,F,0
572,0,1,0,0,F,1
573,0,3,0,0,M,1
576,0,8,1,1,F,6
579,0,9,1,1,F,4
580,0,7,0,0,M,3
581,0,9,1,1,F,23
584,0,5,0,0,F,2
586,0,1,0,0,F,2
587,0,1,0,0,F,1
588,0,4,1,0,F,7
590,0,8,1,1,F,23
594,1,1,0,0,M,0
597,0,8,1,1,F,12
598,0,9,1,0,F,5
599,0,3,0,0,M,3
600,1,2,0,0,F,0
602,0,7,1,1,F,14
603,0,5,0,0,F,2
604,0,9,1,1,M,0
608,0,2,0,0,F,0
611,0,3,0,0,F,5
612,0,8,1,1,F,9
613,0,1,1,1,F,4
616,0,2,0,0,F,3
617,0,1,0,0,F,4
621,0,3,0,0,M,1
622,1,6,0,0,M,0
623,0,1,0,0,M,0
624,1,7,0,0,F,0
627,0,6,0,0,F,11
628,0,2,1,1,M,0
629,0,3,0,0,M,0
630,0,3,0,0,F,0
633,1,1,0,0,M,2
635,0,3,1,1,M,7
637,0,5,1,1,F,1
638,0,6,1,1,F,8
639,0,1,0,0,F,1
640,0,7,1,1,F,0
641,0,6,1,1,M,0
644,0,7,1,1,M,21
645,0,7,0,0,F,3
646,0,1,1,1,M,1
647,0,4,0,0,F,0
648,0,5,1,1,F,1
649,0,1,0,0,M,3
651,0,4,0,0,F,3
653,0,8,1,1,F,3
654,0,1,0,0,F,0
656,0,6,0,0,F,2
657,1,10,1,1,F,3
659,0,10,1,1,F,1
660,0,1,0,0,M,2
662,1,5,0,0,F,0
664,0,1,0,0,M,0
668,0,5,1,1,F,2
669,0,10,1,1,F,1
674,0,2,1,1,M,1
675,0,1,0,0,F,4
678,1,2,0,0,F,3
679,0,1,0,0,M,1
680,0,3,0,0,F,5
681,0,1,0,0,M,0
685,1,10,1,1,F,2
686,0,1,1,1,M,0
687,0,8,1,1,F,0
688,0,8,1,1,M,13
691,0,6,1,1,M,1
692,0,5,1,1,F,3
693,0,5,1,1,F,6
694,0,4,1,1,F,1
697,0,3,1,1,F,5
700,0,9,1,1,F,10
701,0,10,0,0,F,5
703,0,1,0,0,F,2
704,0,1,0,0,F,0
707,0,6,1,0,F,6
708,0,9,1,1,F,28
709,0,7,1,1,F,8
711,1,9,1,1,F,6
712,0,1,0,0,M,2
713,0,6,1,1,M,12
715,0,5,1,1,M,1
716,0,2,0,0,M,1
718,0,10,1,1,F,1
720,0,1,0,0,F,0
721,0,10,0,0,F,0
722,0,2,0,0,F,3
724,0,1,0,0,F,3
726,0,6,1,1,F,4
727,0,1,0,0,F,0
728,0,1,1,1,F,4
729,0,1,1,1,F,1
730,0,6,0,0,F,0
731,0,1,0,0,F,1
732,0,4,0,0,M,2
737,1,9,1,1,F,6
738,0,9,1,1,M,2
739,0,9,0,0,M,2
740,0,7,1,1,F,5
743,0,2,0,0,F,1
745,1,2,0,0,M,0
752,0,4,1,1,M,0
753,0,1,0,0,M,0
754,0,4,1,1,F,4
756,1,1,0,0,M,0
757,0,5,0,0,F,0
762,0,3,1,1,M,1
763,0,5,1,1,F,7
764,0,3,0,0,F,20
765,0,6,1,1,F,33
769,0,5,0,0,F,2
770,0,1,0,0,M,1
771,0,2,0,0,F,1
774,0,7,0,0,F,1
775,0,3,0,0,M,4
781,0,5,0,0,F,12
785,1,2,0,0,M,0
786,1,1,0,0,M,0
787,0,4,0,0,M,7
788,0,1,0,0,M,2
789,0,3,0,0,M,2
790,1,4,0,0,F,6
792,0,1,0,0,M,0
793,0,7,1,1,F,10
794,0,5,1,1,F,5
796,0,2,0,0,F,0
798,0,7,1,1,F,1
803,0,5,0,0,M,4
804,0,4,1,1,F,0
805,0,4,1,1,F,4
806,0,2,0,0,F,0
807,0,9,0,0,M,0
808,0,4,1,0,F,6
810,0,3,1,1,M,1
812,0,2,0,0,F,0
813,0,4,1,1,F,6
814,0,1,1,1,F,1
815,0,3,1,1,F,0
817,0,1,0,0,F,1
818,0,3,0,0,F,0
820,0,10,0,0,F,20
821,0,7,0,0,F,0
823,0,7,1,1,F,14
825,0,10,1,1,M,9
830,0,6,1,1,F,0
831,0,1,0,0,M,1
835,0,9,1,1,F,5
836,0,1,1,1,M,2
837,0,6,1,1,F,2
838,0,3,0,0,M,1
840,0,5,0,0,F,0
841,0,2,0,0,F,2
842,1,1,0,0,F,1
843,0,5,0,0,F,8
844,0,6,0,0,F,6
847,0,6,1,0,F,3
848,1,1,0,0,F,0
849,0,3,1,1,F,3
850,0,5,1,1,F,3
851,0,1,0,0,M,1
852,0,7,1,1,F,3
853,0,3,0,0,M,3
855,0,1,0,0,F,0
856,0,6,0,0,F,1
857,0,8,1,1,F,16
858,1,3,0,0,M,0
859,0,5,0,0,F,1
861,0,4,1,1,F,2
863,0,4,0,0,F,5
864,0,8,0,0,F,8
867,0,4,1,1,M,5
869,0,3,0,0,M,11
870,1,2,1,1,F,6
871,0,1,0,0,M,0
872,0,7,1,0,F,15
874,0,6,0,0,F,4
875,1,3,0,0,M,0
879,0,4,0,0,F,1
880,0,1,0,0,F,1
881,1,1,1,1,M,2
882,0,1,1,1,F,5
884,0,1,1,1,M,0
886,1,1,0,0,M,0
887,0,6,1,1,F,5
888,1,3,0,0,M,0
889,0,4,0,0,M,1
890,0,6,1,1,M,0
893,0,1,0,0,M,0
895,0,2,0,0,F,1
899,0,3,1,0,M,0
900,1,7,0,0,F,0
901,0,2,0,0,M,0
904,0,2,1,1,M,0
905,0,1,0,0,F,1
906,1,5,0,0,F,0
909,0,3,0,0,F,1
913,0,8,1,1,M,3
914,0,7,1,1,M,3
916,0,2,0,0,F,0
917,0,10,1,1,F,11
918,1,1,0,0,F,1
919,0,10,1,1,M,1
921,0,7,0,0,M,1
922,0,6,1,1,F,6
923,0,1,0,0,M,1
924,1,1,0,0,M,0
925,0,1,0,0,M,2
926,0,7,1,1,M,5
927,0,1,0,0,F,0
930,0,8,1,1,F,0
934,0,5,1,1,F,4
935,0,1,0,0,M,0
937,0,5,1,1,F,6
943,0,2,1,1,M,2
944,0,3,0,0,F,10
945,0,8,0,0,M,6
946,0,3,1,1,M,9
947,1,10,0,0,F,3
948,1,5,0,0,M,0
949,1,10,1,1,F,2
951,0,1,0,0,M,1
953,0,1,0,0,M,0
955,0,6,1,1,F,15
958,0,2,0,0,M,0
959,0,9,1,1,F,4
960,0,7,1,1,F,3
962,0,9,0,0,M,5
963,0,5,0,0,F,1
964,0,5,1,1,F,3
965,0,1,0,0,F,0
967,0,9,1,1,F,18
968,1,3,1,1,F,0
969,0,9,0,0,F,0
971,1,2,1,1,F,4
973,1,4,1,1,M,0
975,0,3,0,0,F,0
977,1,8,0,0,F,0
978,0,2,0,0,F,0
987,0,8,1,1,F,8
988,1,6,0,0,F,10
990,1,6,0,0,F,1
993,0,2,1,1,F,2
995,0,8,1,1,F,0
996,0,4,1,1,F,1
998,0,7,1,1,F,13
999,0,1,1,1,F,1
1000,0,10,1,1,F,23
1001,0,9,0,0,F,20
1002,0,7,0,0,F,3
1003,0,9,1,1,M,1
1004,0,6,1,1,M,2
1005,0,2,1,1,M,2
1006,0,4,0,0,M,0
1007,1,3,0,0,F,0
1008,0,1,0,0,M,1
1009,0,1,0,0,F,0
1014,0,5,0,0,F,0
1015,0,4,0,0,F,11
1016,0,9,1,1,M,4
1018,0,7,0,0,M,2
1020,0,1,0,0,F,0
1022,1,1,0,0,M,0
1023,1,3,0,0,F,2
1024,0,2,0,0,M,0
1025,0,7,1,1,M,0
1026,0,9,1,1,F,17
1027,0,9,0,0,F,3
1030,1,2,0,0,M,0
1031,1,9,1,1,F,15
1032,0,9,1,1,F,7
1034,0,10,1,1,M,2
1036,0,4,0,0,F,3
1037,0,6,1,1,F,0
1038,0,1,1,1,F,3
1043,0,7,0,0,F,5
1044,0,5,0,0,M,4
1046,0,5,0,0,M,1
1048,0,8,1,1,F,14
1049,0,1,0,0,F,2
1051,0,2,1,1,M,3
1056,0,5,1,1,F,2
1057,0,7,1,1,F,20
1058,0,4,0,0,M,2
1059,0,6,0,0,M,1
1060,0,1,0,0,F,1
1061,0,1,0,0,F,0
1062,0,3,0,0,F,6
1063,0,6,1,1,M,10
1065,0,8,1,1,F,10
1066,0,2,0,0,F,1
1068,1,3,1,1,F,9
1069,0,1,0,0,F,1
1072,0,1,0,0,F,0
1073,0,4,0,0,M,0
1076,1,8,0,0,F,2
1077,0,5,1,1,F,0
1079,0,1,1,1,F,5
1081,0,1,0,0,M,1
1082,0,8,1,1,F,18
1084,0,1,0,0,M,0
1086,0,5,0,0,F,1
1087,0,2,1,1,F,1
1088,0,1,0,0,F,0
1089,0,1,1,1,M,0
1092,0,10,0,0,F,1
1093,0,2,0,0,M,0
1094,0,2,1,1,F,0
1096,0,1,0,0,M,0
1099,0,3,0,0,F,1
1101,1,3,0,0,F,1
1103,0,8,0,0,F,0
1106,0,1,0,0,F,1
1107,0,4,1,1,F,1
1109,0,4,1,1,F,0
1110,1,10,1,1,F,4
1111,0,6,0,0,F,2
1119,0,9,1,1,F,6
1120,0,8,0,0,F,0
1121,0,2,0,0,F,0
1122,0,3,0,0,F,0
1123,0,9,0,0,F,11
1125,0,7,1,1,F,10
1127,0,2,0,0,F,0
1128,1,5,0,0,M,0
1129,0,1,0,0,F,0
1130,0,5,1,1,F,22
1131,0,10,1,1,F,0
1132,1,1,0,0,F,0
1136,0,5,1,1,M,7
1138,1,9,0,0,M,1
1140,0,1,0,0,F,8
1141,0,9,0,0,M,10
1142,1,5,0,0,F,0
1143,0,5,1,1,F,0
1144,1,5,0,0,F,3
1145,0,5,1,1,F,2
1146,0,7,1,1,F,4
1149,0,7,0,0,F,5
1150,1,10,1,1,F,19
1151,0,4,1,1,F,1
1152,1,10,0,0,M,0
1153,1,8,1,1,F,1
1156,1,2,0,0,F,0
1157,0,7,0,0,M,3
1159,1,1,0,0,F,0
1160,1,7,1,0,F,0
1162,0,7,1,1,F,5
1163,0,6,1,0,F,6
1165,0,4,0,0,M,2
1166,0,9,1,1,F,4
1169,0,4,0,0,M,1
1170,0,2,1,1,F,1
1171,0,2,0,0,F,0
1172,0,2,0,0,M,0
1173,0,6,1,1,F,8
1176,0,2,0,0,M,0
1177,0,1,0,0,M,0
1179,0,2,0,0,F,4
1181,1,5,0,0,F,4
1186,0,4,1,1,M,1
1187,0,9,1,1,F,2
1191,0,4,1,1,F,0
1192,0,6,0,0,F,11
1193,0,7,0,0,F,0
1194,0,1,0,0,F,0
1195,1,7,0,0,F,3
1196,0,1,0,0,M,0
1197,0,9,1,1,F,1
1198,0,3,0,0,M,2
1200,0,5,1,1,F,0
1202,0,9,1,1,F,22
1204,1,4,0,0,M,0
1205,0,1,0,0,M,0
1206,0,1,0,0,F,0
1208,0,3,0,0,M,2
1209,0,4,0,0,F,0
1212,1,5,1,1,M,1
1213,1,2,0,0,M,1
1215,0,1,0,0,M,0
1216,0,6,0,0,F,2
1217,0,2,1,1,F,3
1219,1,2,0,0,M,0
1220,0,3,0,0,F,0
1221,0,7,0,0,M,3
1222,0,10,1,1,F,17
1225,0,1,1,1,F,1
1228,1,5,0,0,F,1
1229,0,6,0,0,F,7
1230,0,3,0,0,F,0
1233,0,4,0,0,F,8
1234,0,6,0,0,M,7
1235,0,7,1,1,F,14
1237,0,5,0,0,M,0
1238,1,3,1,1,M,1
1239,0,8,1,1,M,5
1240,0,10,0,0,F,16
1241,0,3,1,1,M,1
1242,1,1,1,1,M,0
1243,0,1,0,0,M,0
1244,0,4,0,0,F,2
1246,0,6,1,1,M,3
1247,1,3,0,0,F,1
1248,0,2,1,0,M,2
1250,0,8,1,1,F,13
1252,0,1,0,0,F,0
1253,0,3,1,1,F,0
1254,0,8,0,0,F,20
1255,0,8,1,1,F,3
1256,0,10,1,1,F,25
1257,0,7,1,1,M,1
1258,0,8,1,1,M,9
1259,0,4,1,1,F,5
1260,0,7,1,1,M,4
1261,0,2,0,0,M,4
1262,0,1,1,0,M,4
1268,0,4,1,1,F,1
1269,0,4,0,0,M,2
1271,1,5,1,1,M,0
1272,0,5,1,1,F,6
1274,0,2,0,0,F,3
1275,0,1,0,0,F,0
1276,0,7,1,1,M,1
1280,0,7,1,1,M,4
1281,1,2,1,1,M,1
1282,0,8,0,0,F,1
1283,0,9,1,1,F,1
1286,0,4,1,1,F,3
1290,0,8,1,1,M,4
1292,0,2,0,0,F,1
1293,0,5,1,1,F,5
1295,0,4,0,0,F,0
1296,0,1,0,0,F,0
1297,1,2,0,0,M,1
1298,0,9,0,0,M,7
1300,1,5,0,0,M,0
1303,0,3,1,1,F,1
1304,0,7,0,0,F,1
1305,0,8,0,0,M,9
1306,0,4,1,1,F,5
1310,1,6,0,0,F,1
1313,0,9,1,1,F,0
1314,0,8,1,1,M,25
1315,0,4,0,0,F,0
1318,0,8,1,1,F,13
1320,0,1,0,0,F,0
1321,0,1,1,1,M,5
1323,1,3,0,0,F,4
1324,0,2,0,0,F,0
1325,1,1,0,0,F,0
1326,0,9,0,0,F,3
1328,1,2,0,0,M,1
1329,0,8,1,1,F,1
1330,0,4,0,0,F,3
1331,0,10,1,1,F,6
1332,0,3,1,1,F,4
1334,0,3,0,0,F,1
1335,1,4,0,0,M,4
1336,0,1,1,0,F,1
1342,0,7,0,0,F,1
1343,0,6,1,1,F,3
1344,0,2,0,0,F,3
1345,0,4,1,1,M,1
1346,0,5,0,0,F,4
1347,1,3,1,1,F,1
1348,1,5,0,0,F,1
1349,0,1,0,0,M,0
1351,0,7,1,1,F,9
1352,0,10,1,1,F,0
1353,0,1,1,1,F,1
1354,0,1,0,0,M,1
1356,1,2,0,0,M,1
1358,0,6,1,1,M,3
1360,0,1,1,1,F,3
1361,0,3,1,1,M,5
1363,0,1,1,1,M,0
1366,1,1,0,0,M,0
1367,0,2,1,1,F,0
1369,1,4,0,0,M,3
1370,1,1,0,0,M,0
1372,0,2,0,0,F,0
1375,0,2,0,0,F,1
1376,0,5,0,0,F,1
1377,0,7,1,1,M,6
1379,0,7,1,1,F,1
1380,0,2,1,1,F,2
1382,0,2,0,0,M,0
1384,0,5,0,0,F,1
1385,0,2,1,1,M,4
1388,1,1,1,1,F,1
1393,0,1,1,1,F,3
1395,0,9,1,1,F,2
1396,0,10,1,1,F,19
1397,0,9,0,0,M,3
1399,0,3,0,0,F,2
1402,0,1,0,0,M,0
1408,0,7,1,1,M,10
1410,0,2,0,0,F,1
1411,1,1,0,0,M,0
1412,0,1,0,0,M,0
1418,0,3,0,0,F,1
1419,1,1,0,0,M,1
1422,1,2,1,1,M,0
1427,0,9,1,1,F,14
1428,0,7,0,0,F,2
1429,0,10,1,1,F,5
1430,0,4,0,0,M,0
1431,0,5,0,0,F,1
1433,0,8,0,0,F,1
1435,0,2,1,1,M,2
1436,0,7,1,1,F,6
1438,1,6,0,0,F,0
1439,0,4,0,0,F,0
1441,0,5,1,1,M,1
1443,0,5,1,1,F,0
1445,0,7,1,1,F,7
1446,0,1,0,0,F,2
1447,0,1,0,0,F,5
1448,0,3,0,0,M,0
1452,1,5,1,1,M,0
1455,0,1,0,0,F,0
1456,0,6,1,1,F,10
1458,0,3,0,0,M,0
1460,1,7,1,1,M,0
1461,0,6,1,1,F,2
1462,0,1,0,0,M,1
1463,0,8,1,1,M,5
1467,0,7,1,1,F,10
1470,0,5,1,1,M,4
1471,0,5,1,1,M,2
1473,0,4,1,1,M,0
1474,1,4,0,0,F,0
1475,0,1,0,0,M,0
1479,0,1,1,1,M,6
1481,0,1,0,0,F,0
1482,1,7,0,0,M,6
1483,0,1,0,0,M,1
1484,0,9,1,1,F,8
1485,0,7,1,1,M,1
1486,0,3,0,0,F,0
1488,0,2,1,1,M,5
1490,0,4,1,1,M,4
1491,1,4,0,0,F,3
1496,0,7,1,1,F,2
1497,0,4,1,0,F,8
1499,0,10,1,1,F,6
1501,0,1,0,0,M,0
1505,0,8,1,1,F,0
1508,1,3,0,0,M,0
1509,0,1,0,0,F,2
1511,0,2,0,0,M,0
1512,0,2,0,0,M,2
1513,0,5,1,1,F,6
1515,0,4,0,0,M,17
1516,0,3,1,1,F,20
1520,0,6,0,0,F,2
1522,0,7,0,0,M,2
1526,0,4,0,0,F,5
1529,1,7,1,1,M,8
1530,0,1,0,0,M,0
1531,0,5,1,1,F,1
1532,0,1,0,0,M,1
1533,0,6,0,0,F,1
1534,0,6,0,0,F,2
1535,0,7,1,1,M,1
1536,0,4,0,0,F,1
1538,0,3,0,0,F,6
1540,0,5,0,0,F,2
1541,0,10,0,0,F,0
1542,0,7,1,1,M,17
1543,0,10,1,1,M,11
1545,0,5,0,0,F,1
1548,0,9,1,1,F,6
1550,0,1,0,0,F,1
1551,0,1,0,0,M,0
1553,0,1,1,1,F,0
1557,1,1,0,0,F,0
1559,0,4,0,0,M,3
1560,0,2,1,1,F,1
1562,0,3,0,0,F,0
1563,1,1,0,0,F,5
1565,0,5,1,1,F,16
1568,0,2,1,1,F,0
1569,1,7,1,1,M,5
1571,0,1,0,0,F,0
1572,0,2,0,0,F,1
1573,0,6,0,0,M,1
1575,0,3,1,1,M,3
1576,0,8,1,1,M,13
1577,0,1,0,0,M,2
1578,0,1,0,0,F,1
1581,0,4,0,0,M,5
1584,0,2,0,0,F,1
1587,0,1,0,0,F,2
1588,0,10,1,1,M,1
1590,0,1,1,1,M,0
1591,1,1,0,0,M,0
1594,1,5,0,0,M,0
1595,0,10,1,1,F,17
1596,0,3,1,1,F,1
1597,0,1,0,0,F,0
1599,1,1,0,0,M,0
1601,0,2,1,1,M,2
1602,0,2,0,0,M,2
1604,0,5,1,1,M,4
1605,0,3,0,0,M,0
1606,1,8,0,0,F,0
1607,1,7,1,1,F,4
1608,1,6,1,1,M,30
1611,0,3,0,0,F,4
1613,0,3,1,0,F,2
1615,1,1,0,0,F,0
1618,0,1,0,0,F,0
1620,0,1,0,0,F,0
1622,0,3,0,0,F,2
1623,0,7,0,0,F,19
1624,0,8,1,1,F,5
1625,0,10,1,1,F,0
1626,0,3,1,1,F,0
1629,0,5,0,0,F,2
1630,1,5,0,0,F,4
1631,0,3,1,1,F,1
1632,0,10,1,1,F,8
1634,0,1,0,0,F,3
1637,0,1,0,0,F,1
1638,0,3,1,1,F,10
1639,0,4,0,0,F,0
1640,0,1,0,0,M,2
1642,0,6,0,0,M,1
1643,0,4,0,0,F,0
1644,0,1,0,0,M,2
1645,1,6,1,1,F,1
1646,0,1,0,0,M,0
1648,0,1,0,0,F,0
1651,0,3,1,1,F,1
1652,0,1,0,0,F,2
1653,0,5,0,0,M,6
