id,group,pred_score,is_recid,groundTruthLabel,c_charge_degree,priors_count
301,1,4,0,0,M,4
302,1,9,1,1,F,23
304,2,5,1,1,F,5
306,1,10,1,1,F,2
308,1,2,0,0,M,0
310,1,8,0,0,F,0
313,1,9,1,1,F,7
315,1,1,0,0,F,2
317,1,9,0,0,F,1
319,0,1,1,1,F,7
320,1,9,0,0,F,15
321,1,5,0,0,M,2
323,1,2,0,0,M,0
326,0,1,1,1,M,0
327,0,2,0,0,M,0
329,1,1,1,1,M,1
330,0,1,0,0,F,0
331,1,3,1,1,F,4
332,1,7,0,0,F,2
333,1,6,0,0,M,5
334,1,10,1,1,F,11
335,1,1,1,0,M,0
336,1,4,1,1,F,4
337,0,9,0,0,F,11
338,2,9,0,0,F,2
344,1,1,0,0,M,0
345,0,1,0,0,F,0
347,1,4,1,1,F,13
348,0,4,0,0,F,0
349,1,1,0,0,F,1
350,1,9,1,1,M,11
351,1,5,0,0,F,1
354,2,4,0,0,F,0
355,1,2,0,0,F,4
356,1,4,0,0,F,4
357,1,8,1,1,F,0
358,1,2,1,1,F,0
359,1,9,0,0,F,14
361,0,1,0,0,M,1
362,1,8,1,1,F,25
363,1,5,1,1,M,8
364,1,3,0,0,F,0
366,2,8,1,1,M,1
369,1,1,0,0,M,0
372,1,2,0,0,F,3
379,1,2,0,0,M,0
381,2,6,1,1,F,1
382,2,5,1,1,F,5
383,2,8,0,0,M,0
384,1,3,0,0,M,1
385,2,8,1,1,F,1
386,1,6,1,1,F,2
389,1,1,0,0,F,0
390,1,4,0,0,F,4
393,1,1,0,0,F,2
396,2,8,0,0,F,0
398,2,7,0,0,F,0
399,0,1,0,0,F,0
400,2,4,1,1,F,0
402,0,2,0,0,F,0
403,0,6,1,1,F,8
404,1,5,0,0,F,0
405,1,6,1,1,F,0
406,1,7,1,1,F,11
407,2,10,1,1,M,3
408,2,3,0,0,F,1
409,1,10,0,0,F,2
411,1,3,0,0,M,2
414,1,2,0,0,F,0
416,0,6,1,1,F,3
417,1,1,0,0,F,0
423,1,1,0,0,F,3
425,0,1,0,0,M,1
428,0,4,0,0,F,3
429,2,9,1,1,M,0
430,1,8,1,1,M,1
431,1,1,1,1,F,3
432,1,4,0,0,M,5
435,1,4,0,0,M,5
437,2,5,1,1,F,0
438,1,4,1,1,F,5
440,1,3,1,1,F,6
441,2,3,0,0,F,0
445,0,3,0,0,F,2
446,2,6,0,0,M,0
451,2,8,1,1,M,4
452,0,1,0,0,F,0
456,1,3,0,0,F,5
457,1,2,1,1,F,2
459,1,1,0,0,F,5
461,2,3,0,0,F,0
462,1,1,0,0,M,0
463,1,1,1,1,M,0
464,1,3,1,1,M,3
465,1,2,0,0,F,0
467,2,10,1,1,F,9
468,1,2,0,0,F,0
469,2,10,1,1,F,0
474,0,1,0,0,M,0
475,0,1,0,0,M,0
478,1,9,0,0,F,7
480,2,9,1,1,F,0
484,1,5,0,0,F,8
485,2,9,1,1,F,2
487,0,6,1,1,F,36
489,1,3,1,1,M,2
493,0,1,0,0,F,1
494,2,5,1,0,F,3
495,1,7,0,0,F,0
496,1,4,1,1,M,2
497,2,3,1,0,M,1
499,1,5,0,0,F,1
500,2,8,1,1,F,0
501,1,3,0,0,M,0
502,2,3,0,0,F,0
504,1,2,1,1,F,1
505,1,1,0,0,F,0
509,1,6,0,0,M,0
510,0,1,0,0,M,1
516,1,9,1,1,F,12
517,2,6,0,0,F,1
518,0,3,0,0,F,3
522,1,1,0,0,F,0
523,2,10,1,1,F,2
524,1,8,0,0,M,0
525,1,1,0,0,M,0
526,2,6,0,0,F,0
527,0,1,0,0,M,0
530,2,6,0,0,F,2
531,1,10,1,1,M,6
532,2,4,0,0,F,0
533,2,5,1,1,F,0
537,0,5,0,0,F,3
538,1,4,1,0,M,2
540,0,1,0,0,M,0
541,1,10,0,0,M,0
542,2,10,1,1,F,3
545,2,4,0,0,F,1
546,1,3,0,0,F,1
547,1,4,0,0,F,0
548,2,3,1,0,F,1
552,2,6,1,1,M,2
553,0,8,0,0,F,18
557,2,9,1,1,F,4
558,2,5,1,1,F,0
561,1,1,0,0,M,1
563,0,1,1,1,M,1
565,1,7,1,1,F,0
566,1,8,1,1,F,7
567,0,1,0,0,M,1
569,2,4,0,0,F,0
572,1,1,0,0,F,1
573,1,3,0,0,M,1
576,1,8,1,1,F,6
579,2,9,1,1,F,4
580,2,7,0,0,M,3
581,1,9,1,1,F,23
584,1,5,0,0,F,2
586,0,1,0,0,F,2
587,0,1,0,0,F,1
588,1,4,1,0,F,7
590,0,8,1,1,F,23
594,0,1,0,0,M,0
597,1,8,1,1,F,12
598,1,9,1,0,F,5
599,1,3,0,0,M,3
600,1,2,0,0,F,0
602,1,7,1,1,F,14
603,1,5,0,0,F,2
604,2,9,1,1,M,0
608,1,2,0,0,F,0
611,0,3,0,0,F,5
612,1,8,1,1,F,9
613,0,1,1,1,F,4
616,1,2,0,0,F,3
617,0,1,0,0,F,4
621,2,3,0,0,M,1
622,1,6,0,0,M,0
623,0,1,0,0,M,0
624,2,7,0,0,F,0
627,0,6,0,0,F,11
628,1,2,1,1,M,0
629,2,3,0,0,M,0
630,2,3,0,0,F,0
633,0,1,0,0,M,2
635,1,3,1,1,M,7
637,2,5,1,1,F,1
638,1,6,1,1,F,8
639,1,1,0,0,F,1
640,2,7,1,1,F,0
641,1,6,1,1,M,0
644,0,7,1,1,M,21
645,2,7,0,0,F,3
646,0,1,1,1,M,1
647,1,4,0,0,F,0
648,0,5,1,1,F,1
649,1,1,0,0,M,3
651,1,4,0,0,F,3
653,2,8,1,1,F,3
654,1,1,0,0,F,0
656,1,6,0,0,F,2
657,2,10,1,1,F,3
659,2,10,1,1,F,1
660,1,1,0,0,M,2
662,2,5,0,0,F,0
664,1,1,0,0,M,0
668,1,5,1,1,F,2
669,2,10,1,1,F,1
674,2,2,1,1,M,1
675,0,1,0,0,F,4
678,0,2,0,0,F,3
679,1,1,0,0,M,1
680,1,3,0,0,F,5
681,2,1,0,0,M,0
685,0,10,1,1,F,2
686,1,1,1,1,M,0
687,2,8,1,1,F,0
688,1,8,1,1,M,13
691,1,6,1,1,M,1
692,1,5,1,1,F,3
693,0,5,1,1,F,6
694,1,4,1,1,F,1
697,0,3,1,1,F,5
700,1,9,1,1,F,10
701,1,10,0,0,F,5
703,0,1,0,0,F,2
704,1,1,0,0,F,0
707,2,6,1,0,F,6
708,0,9,1,1,F,28
709,1,7,1,1,F,8
711,2,9,1,1,F,6
712,0,1,0,0,M,2
713,0,6,1,1,M,12
715,2,5,1,1,M,1
716,1,2,0,0,M,1
718,2,10,1,1,F,1
720,0,1,0,0,F,0
721,2,10,0,0,F,0
722,1,2,0,0,F,3
724,0,1,0,0,F,3
726,1,6,1,1,F,4
727,0,1,0,0,F,0
728,1,1,1,1,F,4
729,0,1,1,1,F,1
730,1,6,0,0,F,0
731,0,1,0,0,F,1
732,1,4,0,0,M,2
737,2,9,1,1,F,6
738,2,9,1,1,M,2
739,1,9,0,0,M,2
740,0,7,1,1,F,5
743,1,2,0,0,F,1
745,1,2,0,0,M,0
752,1,4,1,1,M,0
753,0,1,0,0,M,0
754,1,4,1,1,F,4
756,0,1,0,0,M,0
757,1,5,0,0,F,0
762,1,3,1,1,M,1
763,1,5,1,1,F,7
764,0,3,0,0,F,20
765,0,6,1,1,F,33
769,1,5,0,0,F,2
770,0,1,0,0,M,1
771,1,2,0,0,F,1
774,1,7,0,0,F,1
775,0,3,0,0,M,4
781,0,5,0,0,F,12
785,1,2,0,0,M,0
786,0,1,0,0,M,0
787,1,4,0,0,M,7
788,1,1,0,0,M,2
789,1,3,0,0,M,2
790,1,4,0,0,F,6
792,1,1,0,0,M,0
793,0,7,1,1,F,10
794,1,5,1,1,F,5
796,2,2,0,0,F,0
798,0,7,1,1,F,1
803,0,5,0,0,M,4
804,2,4,1,1,F,0
805,1,4,1,1,F,4
806,2,2,0,0,F,0
807,2,9,0,0,M,0
808,1,4,1,0,F,6
810,1,3,1,1,M,1
812,1,2,0,0,F,0
813,1,4,1,1,F,6
814,1,1,1,1,F,1
815,2,3,1,1,F,0
817,1,1,0,0,F,1
818,1,3,0,0,F,0
820,1,10,0,0,F,20
821,1,7,0,0,F,0
823,1,7,1,1,F,14
825,2,10,1,1,M,9
830,2,6,1,1,F,0
831,0,1,0,0,M,1
835,1,9,1,1,F,5
836,1,1,1,1,M,2
837,0,6,1,1,F,2
838,1,3,0,0,M,1
840,1,5,0,0,F,0
841,2,2,0,0,F,2
842,0,1,0,0,F,1
843,1,5,0,0,F,8
844,0,6,0,0,F,6
847,1,6,1,0,F,3
848,0,1,0,0,F,0
849,1,3,1,1,F,3
850,2,5,1,1,F,3
851,0,1,0,0,M,1
852,2,7,1,1,F,3
853,0,3,0,0,M,3
855,1,1,0,0,F,0
856,1,6,0,0,F,1
857,1,8,1,1,F,16
858,1,3,0,0,M,0
859,2,5,0,0,F,1
861,1,4,1,1,F,2
863,1,4,0,0,F,5
864,2,8,0,0,F,8
867,1,4,1,1,M,5
869,1,3,0,0,M,11
870,1,2,1,1,F,6
871,1,1,0,0,M,0
872,1,7,1,0,F,15
874,1,6,0,0,F,4
875,1,3,0,0,M,0
879,2,4,0,0,F,1
880,0,1,0,0,F,1
881,0,1,1,1,M,2
882,0,1,1,1,F,5
884,0,1,1,1,M,0
886,0,1,0,0,M,0
887,1,6,1,1,F,5
888,2,3,0,0,M,0
889,2,4,0,0,M,1
890,1,6,1,1,M,0
893,1,1,0,0,M,0
895,1,2,0,0,F,1
899,1,3,1,0,M,0
900,2,7,0,0,F,0
901,1,2,0,0,M,0
904,2,2,1,1,M,0
905,1,1,0,0,F,1
906,2,5,0,0,F,0
909,2,3,0,0,F,1
913,1,8,1,1,M,3
914,1,7,1,1,M,3
916,1,2,0,0,F,0
917,2,10,1,1,F,11
918,1,1,0,0,F,1
919,1,10,1,1,M,1
921,1,7,0,0,M,1
922,1,6,1,1,F,6
923,1,1,0,0,M,1
924,0,1,0,0,M,0
925,1,1,0,0,M,2
926,1,7,1,1,M,5
927,1,1,0,0,F,0
930,2,8,1,1,F,0
934,1,5,1,1,F,4
935,0,1,0,0,M,0
937,1,5,1,1,F,6
943,1,2,1,1,M,2
944,1,3,0,0,F,10
945,1,8,0,0,M,6
946,0,3,1,1,M,9
947,2,10,0,0,F,3
948,2,5,0,0,M,0
949,2,10,1,1,F,2
951,1,1,0,0,M,1
953,1,1,0,0,M,0
955,0,6,1,1,F,15
958,1,2,0,0,M,0
959,2,9,1,1,F,4
960,1,7,1,1,F,3
962,1,9,0,0,M,5
963,1,5,0,0,F,1
964,2,5,1,1,F,3
965,1,1,0,0,F,0
967,1,9,1,1,F,18
968,1,3,1,1,F,0
969,2,9,0,0,F,0
971,0,2,1,1,F,4
973,0,4,1,1,M,0
975,2,3,0,0,F,0
977,2,8,0,0,F,0
978,1,2,0,0,F,0
987,1,8,1,1,F,8
988,1,6,0,0,F,10
990,0,6,0,0,F,1
993,1,2,1,1,F,2
995,1,8,1,1,F,0
996,2,4,1,1,F,1
998,1,7,1,1,F,13
999,1,1,1,1,F,1
1000,1,10,1,1,F,23
1001,0,9,0,0,F,20
1002,2,7,0,0,F,3
1003,1,9,1,1,M,1
1004,2,6,1,1,M,2
1005,0,2,1,1,M,2
1006,1,4,0,0,M,0
1007,1,3,0,0,F,0
1008,0,1,0,0,M,1
1009,0,1,0,0,F,0
1014,2,5,0,0,F,0
1015,1,4,0,0,F,11
1016,1,9,1,1,M,4
1018,1,7,0,0,M,2
1020,0,1,0,0,F,0
1022,1,1,0,0,M,0
1023,0,3,0,0,F,2
1024,1,2,0,0,M,0
1025,1,7,1,1,M,0
1026,0,9,1,1,F,17
1027,2,9,0,0,F,3
1030,1,2,0,0,M,0
1031,1,9,1,1,F,15
1032,1,9,1,1,F,7
1034,2,10,1,1,M,2
1036,1,4,0,0,F,3
1037,2,6,1,1,F,0
1038,0,1,1,1,F,3
1043,1,7,0,0,F,5
1044,1,5,0,0,M,4
1046,1,5,0,0,M,1
1048,1,8,1,1,F,14
1049,0,1,0,0,F,2
1051,1,2,1,1,M,3
1056,0,5,1,1,F,2
1057,0,7,1,1,F,20
1058,1,4,0,0,M,2
1059,2,6,0,0,M,1
1060,1,1,0,0,F,1
1061,0,1,0,0,F,0
1062,1,3,0,0,F,6
1063,1,6,1,1,M,10
1065,1,8,1,1,F,10
1066,1,2,0,0,F,1
1068,0,3,1,1,F,9
1069,0,1,0,0,F,1
1072,1,1,0,0,F,0
1073,2,4,0,0,M,0
1076,0,8,0,0,F,2
1077,2,5,1,1,F,0
1079,1,1,1,1,F,5
1081,1,1,0,0,M,1
1082,0,8,1,1,F,18
1084,0,1,0,0,M,0
1086,2,5,0,0,F,1
1087,1,2,1,1,F,1
1088,0,1,0,0,F,0
1089,1,1,1,1,M,0
1092,2,10,0,0,F,1
1093,2,2,0,0,M,0
1094,1,2,1,1,F,0
1096,0,1,0,0,M,0
1099,2,3,0,0,F,1
1101,1,3,0,0,F,1
1103,2,8,0,0,F,0
1106,1,1,0,0,F,1
1107,2,4,1,1,F,1
1109,0,4,1,1,F,0
1110,1,10,1,1,F,4
1111,0,6,0,0,F,2
1119,2,9,1,1,F,6
1120,2,8,0,0,F,0
1121,1,2,0,0,F,0
1122,2,3,0,0,F,0
1123,0,9,0,0,F,11
1125,1,7,1,1,F,10
1127,2,2,0,0,F,0
1128,2,5,0,0,M,0
1129,1,1,0,0,F,0
1130,1,5,1,1,F,22
1131,2,10,1,1,F,0
1132,0,1,0,0,F,0
1136,1,5,1,1,M,7
1138,1,9,0,0,M,1
1140,0,1,0,0,F,8
1141,1,9,0,0,M,10
1142,1,5,0,0,F,0
1143,2,5,1,1,F,0
1144,1,5,0,0,F,3
1145,2,5,1,1,F,2
1146,1,7,1,1,F,4
1149,1,7,0,0,F,5
1150,0,10,1,1,F,19
1151,2,4,1,1,F,1
1152,2,10,0,0,M,0
1153,2,8,1,1,F,1
1156,2,2,0,0,F,0
1157,1,7,0,0,M,3
1159,0,1,0,0,F,0
1160,2,7,1,0,F,0
1162,1,7,1,1,F,5
1163,1,6,1,0,F,6
1165,2,4,0,0,M,2
1166,1,9,1,1,F,4
1169,1,4,0,0,M,1
1170,1,2,1,1,F,1
1171,1,2,0,0,F,0
1172,1,2,0,0,M,0
1173,1,6,1,1,F,8
1176,1,2,0,0,M,0
1177,0,1,0,0,M,0
1179,1,2,0,0,F,4
1181,1,5,0,0,F,4
1186,2,4,1,1,M,1
1187,2,9,1,1,F,2
1191,2,4,1,1,F,0
1192,0,6,0,0,F,11
1193,0,7,0,0,F,0
1194,1,1,0,0,F,0
1195,1,7,0,0,F,3
1196,1,1,0,0,M,0
1197,2,9,1,1,F,1
1198,1,3,0,0,M,2
1200,2,5,1,1,F,0
1202,1,9,1,1,F,22
1204,2,4,0,0,M,0
1205,0,1,0,0,M,0
1206,1,1,0,0,F,0
1208,0,3,0,0,M,2
1209,2,4,0,0,F,0
1212,2,5,1,1,M,1
1213,1,2,0,0,M,1
1215,0,1,0,0,M,0
1216,1,6,0,0,F,2
1217,1,2,1,1,F,3
1219,1,2,0,0,M,0
1220,1,3,0,0,F,0
1221,1,7,0,0,M,3
1222,1,10,1,1,F,17
1225,2,1,1,1,F,1
1228,1,5,0,0,F,1
1229,1,6,0,0,F,7
1230,2,3,0,0,F,0
1233,1,4,0,0,F,8
1234,0,6,0,0,M,7
1235,1,7,1,1,F,14
1237,1,5,0,0,M,0
1238,1,3,1,1,M,1
1239,1,8,1,1,M,5
1240,1,10,0,0,F,16
1241,1,3,1,1,M,1
1242,1,1,1,1,M,0
1243,1,1,0,0,M,0
1244,0,4,0,0,F,2
1246,1,6,1,1,M,3
1247,2,3,0,0,F,1
1248,1,2,1,0,M,2
1250,1,8,1,1,F,13
1252,1,1,0,0,F,0
1253,2,3,1,1,F,0
1254,1,8,0,0,F,20
1255,1,8,1,1,F,3
1256,0,10,1,1,F,25
1257,2,7,1,1,M,1
1258,0,8,1,1,M,9
1259,1,4,1,1,F,5
1260,0,7,1,1,M,4
1261,1,2,0,0,M,4
1262,0,1,1,0,M,4
1268,1,4,1,1,F,1
1269,1,4,0,0,M,2
1271,2,5,1,1,M,0
1272,1,5,1,1,F,6
1274,1,2,0,0,F,3
1275,0,1,0,0,F,0
1276,2,7,1,1,M,1
1280,1,7,1,1,M,4
1281,1,2,1,1,M,1
1282,2,8,0,0,F,1
1283,2,9,1,1,F,1
1286,2,4,1,1,F,3
1290,1,8,1,1,M,4
1292,0,2,0,0,F,1
1293,2,5,1,1,F,5
1295,1,4,0,0,F,0
1296,0,1,0,0,F,0
1297,1,2,0,0,M,1
1298,2,9,0,0,M,7
1300,2,5,0,0,M,0
1303,2,3,1,1,F,1
1304,1,7,0,0,F,1
1305,1,8,0,0,M,9
1306,1,4,1,1,F,5
1310,2,6,0,0,F,1
1313,1,9,1,1,F,0
1314,1,8,1,1,M,25
1315,2,4,0,0,F,0
1318,1,8,1,1,F,13
1320,0,1,0,0,F,0
1321,0,1,1,1,M,5
1323,1,3,0,0,F,4
1324,1,2,0,0,F,0
1325,0,1,0,0,F,0
1326,2,9,0,0,F,3
1328,1,2,0,0,M,1
1329,2,8,1,1,F,1
1330,1,4,0,0,F,3
1331,2,10,1,1,F,6
1332,1,3,1,1,F,4
1334,1,3,0,0,F,1
1335,1,4,0,0,M,4
1336,0,1,1,0,F,1
1342,1,7,0,0,F,1
1343,2,6,1,1,F,3
1344,0,2,0,0,F,3
1345,2,4,1,1,M,1
1346,1,5,0,0,F,4
1347,1,3,1,1,F,1
1348,1,5,0,0,F,1
1349,1,1,0,0,M,0
1351,1,7,1,1,F,9
1352,1,10,1,1,F,0
1353,0,1,1,1,F,1
1354,1,1,0,0,M,1
1356,0,2,0,0,M,1
1358,1,6,1,1,M,3
1360,1,1,1,1,F,3
1361,1,3,1,1,M,5
1363,0,1,1,1,M,0
1366,1,1,0,0,M,0
1367,1,2,1,1,F,0
1369,1,4,0,0,M,3
1370,0,1,0,0,M,0
1372,2,2,0,0,F,0
1375,1,2,0,0,F,1
1376,1,5,0,0,F,1
1377,1,7,1,1,M,6
1379,2,7,1,1,F,1
1380,0,2,1,1,F,2
1382,1,2,0,0,M,0
1384,0,5,0,0,F,1
1385,1,2,1,1,M,4
1388,0,1,1,1,F,1
1393,0,1,1,1,F,3
1395,2,9,1,1,F,2
1396,1,10,1,1,F,19
1397,0,9,0,0,M,3
1399,1,3,0,0,F,2
1402,0,1,0,0,M,0
1408,1,7,1,1,M,10
1410,1,2,0,0,F,1
1411,0,1,0,0,M,0
1412,0,1,0,0,M,0
1418,0,3,0,0,F,1
1419,1,1,0,0,M,1
1422,1,2,1,1,M,0
1427,1,9,1,1,F,14
1428,2,7,0,0,F,2
1429,1,10,1,1,F,5
1430,0,4,0,0,M,0
1431,1,5,0,0,F,1
1433,2,8,0,0,F,1
1435,1,2,1,1,M,2
1436,2,7,1,1,F,6
1438,1,6,0,0,F,0
1439,2,4,0,0,F,0
1441,1,5,1,1,M,1
1443,0,5,1,1,F,0
1445,1,7,1,1,F,7
1446,1,1,0,0,F,2
1447,1,1,0,0,F,5
1448,2,3,0,0,M,0
1452,2,5,1,1,M,0
1455,0,1,0,0,F,0
1456,1,6,1,1,F,10
1458,2,3,0,0,M,0
1460,2,7,1,1,M,0
1461,2,6,1,1,F,2
1462,1,1,0,0,M,1
1463,1,8,1,1,M,5
1467,1,7,1,1,F,10
1470,0,5,1,1,M,4
1471,2,5,1,1,M,2
1473,1,4,1,1,M,0
1474,2,4,0,0,F,0
1475,0,1,0,0,M,0
1479,0,1,1,1,M,6
1481,1,1,0,0,F,0
1482,2,7,0,0,M,6
1483,1,1,0,0,M,1
1484,1,9,1,1,F,8
1485,2,7,1,1,M,1
1486,1,3,0,0,F,0
1488,1,2,1,1,M,5
1490,1,4,1,1,M,4
1491,1,4,0,0,F,3
1496,2,7,1,1,F,2
1497,1,4,1,0,F,8
1499,1,10,1,1,F,6
1501,1,1,0,0,M,0
1505,2,8,1,1,F,0
1508,2,3,0,0,M,0
1509,0,1,0,0,F,2
1511,1,2,0,0,M,0
1512,0,2,0,0,M,2
1513,1,5,1,1,F,6
1515,0,4,0,0,M,17
1516,0,3,1,1,F,20
1520,2,6,0,0,F,2
1522,2,7,0,0,M,2
1526,1,4,0,0,F,5
1529,1,7,1,1,M,8
1530,0,1,0,0,M,0
1531,2,5,1,1,F,1
1532,0,1,0,0,M,1
1533,1,6,0,0,F,1
1534,1,6,0,0,F,2
1535,2,7,1,1,M,1
1536,1,4,0,0,F,1
1538,1,3,0,0,F,6
1540,1,5,0,0,F,2
1541,1,10,0,0,F,0
1542,1,7,1,1,M,17
1543,1,10,1,1,M,11
1545,1,5,0,0,F,1
1548,1,9,1,1,F,6
1550,0,1,0,0,F,1
1551,0,1,0,0,M,0
1553,0,1,1,1,F,0
1557,0,1,0,0,F,0
1559,2,4,0,0,M,3
1560,0,2,1,1,F,1
1562,1,3,0,0,F,0
1563,0,1,0,0,F,5
1565,1,5,1,1,F,16
1568,1,2,1,1,F,0
1569,1,7,1,1,M,5
1571,0,1,0,0,F,0
1572,1,2,0,0,F,1
1573,2,6,0,0,M,1
1575,1,3,1,1,M,3
1576,1,8,1,1,M,13
1577,0,1,0,0,M,2
1578,1,1,0,0,F,1
1581,0,4,0,0,M,5
1584,1,2,0,0,F,1
1587,0,1,0,0,F,2
1588,1,10,1,1,M,1
1590,1,1,1,1,M,0
1591,0,1,0,0,M,0
1594,2,5,0,0,M,0
1595,0,10,1,1,F,17
1596,1,3,1,1,F,1
1597,1,1,0,0,F,0
1599,1,1,0,0,M,0
1601,1,2,1,1,M,2
1602,1,2,0,0,M,2
1604,1,5,1,1,M,4
1605,2,3,0,0,M,0
1606,1,8,0,0,F,0
1607,1,7,1,1,F,4
1608,0,6,1,1,M,30
1611,0,3,0,0,F,4
1613,1,3,1,0,F,2
1615,1,1,0,0,F,0
1618,1,1,0,0,F,0
1620,0,1,0,0,F,0
1622,0,3,0,0,F,2
1623,0,7,0,0,F,19
1624,2,8,1,1,F,5
1625,2,10,1,1,F,0
1626,1,3,1,1,F,0
1629,1,5,0,0,F,2
1630,0,5,0,0,F,4
1631,0,3,1,1,F,1
1632,1,10,1,1,F,8
1634,1,1,0,0,F,3
1637,1,1,0,0,F,1
1638,0,3,1,1,F,10
1639,1,4,0,0,F,0
1640,0,1,0,0,M,2
1642,1,6,0,0,M,1
1643,1,4,0,0,F,0
1644,1,1,0,0,M,2
1645,2,6,1,1,F,1
1646,0,1,0,0,M,0
1648,0,1,0,0,F,0
1651,0,3,1,1,F,1
1652,0,1,0,0,F,2
1653,1,5,0,0,M,6
